physio_file	candidate_source	variable	value	units	confidence	notes
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/peripheral recording/SUBC037_SESSION2_2024AUG30.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/peripheral recording/SUBC037_SESSION2_2024AUG30.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/peripheral recording/SUBC037_SESSION2_2024AUG30.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC03_Session2_2023NOV10/SUBC03_Session2_2023NOV10_Peripheral/SUBC03-session-202023NOV10.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC03_Session2_2023NOV10/SUBC03_Session2_2023NOV10_Peripheral/SUBC03-session-202023NOV10.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC03_Session2_2023NOV10/SUBC03_Session2_2023NOV10_Peripheral/SUBC03-session-202023NOV10.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC04-SESSION2-2023NOV19/SUBC04_Session02_2023NOV19-peripheral/SUBC04_Session02_2023NOV19.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC04-SESSION2-2023NOV19/SUBC04_Session02_2023NOV19-peripheral/SUBC04_Session02_2023NOV19.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC04-SESSION2-2023NOV19/SUBC04_Session02_2023NOV19-peripheral/SUBC04_Session02_2023NOV19.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC05-Session2-2023NOV25/SUBC05-Session2-2023NOV25-physio/SUBC05_Session02_2023NOV25.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC05-Session2-2023NOV25/SUBC05-Session2-2023NOV25-physio/SUBC05_Session02_2023NOV25.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC05-Session2-2023NOV25/SUBC05-Session2-2023NOV25-physio/SUBC05_Session02_2023NOV25.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_Physio/SUBC06_Session02_2023DEC14.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_Physio/SUBC06_Session02_2023DEC14.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_Physio/SUBC06_Session02_2023DEC14.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-Peripheral/SUB07-Session2-2023NOV24.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-Peripheral/SUB07-Session2-2023NOV24.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-Peripheral/SUB07-Session2-2023NOV24.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC08-Session2-2023DEC11/SUBC08-Session2-Peripheral/SUBC08-Session2-2023DEC11.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC08-Session2-2023DEC11/SUBC08-Session2-Peripheral/SUBC08-Session2-2023DEC11.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC08-Session2-2023DEC11/SUBC08-Session2-Peripheral/SUBC08-Session2-2023DEC11.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC09_Session02_2023DEC02/SUBC09_session02_2023DEC02_Peripheral/SUBC09_SESSION02_2023DEC02.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC09_Session02_2023DEC02/SUBC09_session02_2023DEC02_Peripheral/SUBC09_SESSION02_2023DEC02.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC09_Session02_2023DEC02/SUBC09_session02_2023DEC02_Peripheral/SUBC09_SESSION02_2023DEC02.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC11_Session02_2024JAN10/SUBC11_Session02_2024Jan10_physio/SUBC11_Session02_2024JAN10.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC11_Session02_2024JAN10/SUBC11_Session02_2024Jan10_physio/SUBC11_Session02_2024JAN10.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC11_Session02_2024JAN10/SUBC11_Session02_2024Jan10_physio/SUBC11_Session02_2024JAN10.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC12_Session02_2024JAN09/SUBC12_Session02_2024JAN09_physio/SUBC12_Session2_2024JAN09.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC12_Session02_2024JAN09/SUBC12_Session02_2024JAN09_physio/SUBC12_Session2_2024JAN09.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC12_Session02_2024JAN09/SUBC12_Session02_2024JAN09_physio/SUBC12_Session2_2024JAN09.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15-Session1-2023AUG07/SJBC15_Session01_2023AUG07_Physiological Data/SUBC15_2023AUG07.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15-Session1-2023AUG07/SJBC15_Session01_2023AUG07_Physiological Data/SUBC15_2023AUG07.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15-Session1-2023AUG07/SJBC15_Session01_2023AUG07_Physiological Data/SUBC15_2023AUG07.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_Session02_2024FEB8_Physio/SUBC15_SESSION02_2024FEB8.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_Session02_2024FEB8_Physio/SUBC15_SESSION02_2024FEB8.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_Session02_2024FEB8_Physio/SUBC15_SESSION02_2024FEB8.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_Peripheral/SUBC016-session2-2024FEB07.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_Peripheral/SUBC016-session2-2024FEB07.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_Peripheral/SUBC016-session2-2024FEB07.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
