filepath	subject_candidate	session_candidate	extension	size_bytes	version	header_tokens	log_start_mdh_time	log_stop_mdh_time	log_start_mpcu_time	log_stop_mpcu_time	nr_trig	nr_mp	nr_arr	acq_win	ecg_freq_per	puls_freq_per	resp_freq_per	ext_freq_per	ext2_freq_per	footer_complete	notes
/lustre07/scratch/alexrees/raw_original/Control/SUBC05-Session2-2023NOV25/SUBC05-Session2-2023NOV25-physio/SUBC05_Session02_2023NOV25.ecg	SUBC05	ses-02	.ecg	27369	LOGVERSION	1 1 8 40 280	52366577	52369430	52366275	52369127	2124	0	0	0	0 0	55 1090	13 4600	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC05-Session2-2023NOV25/SUBC05-Session2-2023NOV25-physio/SUBC05_Session02_2023NOV25.puls	SUBC05	ses-02	.puls	5852639	LOGVERSION_PULS	1 8 40 280	52367607	55418467	52367302	55418560	4208	0	0	0	0 0	53 1118	12 4820	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC05-Session2-2023NOV25/SUBC05-Session2-2023NOV25-physio/SUBC05_Session02_2023NOV25.resp	SUBC05	ses-02	.resp	6088994	LOGVERSION_RESP	1 8 20 2	52367097	55418470	52366792	55418560	4208	0	0	0	0 0	51 1172	12 4820	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_Physio/SUBC06_Session02_2023DEC14.ecg	SUBC06	ses-02	.ecg	105090	LOGVERSION	1 1 2 40 280	62677925	62689227	62677927	62689230	0	0	0	0	0 0	69 863	20 3000	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_Physio/SUBC06_Session02_2023DEC14.puls	SUBC06	ses-02	.puls	6836634	LOGVERSION_PULS	1 2 40 280	62678957	66129302	62678957	66128717	0	0	0	0	0 0	0 0	18 3260	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_Physio/SUBC06_Session02_2023DEC14.resp	SUBC06	ses-02	.resp	6691883	LOGVERSION_RESP	1 2 20 2	62678445	66129302	62678447	66128717	0	0	0	0	0 0	0 0	18 3320	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-Peripheral/SUB07-Session2-2023NOV24.ecg	SUB07	ses-02	.ecg	129437	LOGVERSION	1 1 2 40 280	53757932	53771880	53757085	53771032	0	0	0	0	0 0	78 760	14 4060	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-Peripheral/SUB07-Session2-2023NOV24.puls	SUB07	ses-02	.puls	6285878	LOGVERSION_PULS	1 2 40 280	53758962	56915760	53758112	56914880	2084	0	0	0	0 0	82 731	15 3780	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-Peripheral/SUB07-Session2-2023NOV24.resp	SUB07	ses-02	.resp	6273168	LOGVERSION_RESP	1 2 20 2	53758450	56915762	53757602	56914880	2084	0	0	0	0 0	81 740	18 3240	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC08-Session2-2023DEC11/SUBC08-Session2-Peripheral/SUBC08-Session2-2023DEC11.ecg	SUBC08	ses-02	.ecg	30896	LOGVERSION	1 1 2 40 280	37464890	37468127	37464335	37467572	0	0	0	0	0 0	59 1011	13 4380	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC08-Session2-2023DEC11/SUBC08-Session2-Peripheral/SUBC08-Session2-2023DEC11.puls	SUBC08	ses-02	.puls	8295170	LOGVERSION_PULS	1 2 40 280	37465917	41609630	37465360	41608955	0	0	0	0	0 0	53 1112	16 3640	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC08-Session2-2023DEC11/SUBC08-Session2-Peripheral/SUBC08-Session2-2023DEC11.resp	SUBC08	ses-02	.resp	8246607	LOGVERSION_RESP	1 2 20 2	37465407	41609632	37464852	41608955	0	0	0	0	0 0	53 1112	16 3640	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC09_Session02_2023DEC02/SUBC09_session02_2023DEC02_Peripheral/SUBC09_SESSION02_2023DEC02.ecg	SUBC09	ses-02	.ecg	28403	LOGVERSION	1 1 8 40 280	51088980	51091942	51087865	51090830	2124	0	0	45	0 0	64 936	18 3260	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC09_Session02_2023DEC02/SUBC09_session02_2023DEC02_Peripheral/SUBC09_SESSION02_2023DEC02.puls	SUBC09	ses-02	.puls	6428051	LOGVERSION_PULS	1 8 40 280	51090007	54307552	51088892	54307147	4208	0	0	0	0 0	0 0	21 2840	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC09_Session02_2023DEC02/SUBC09_session02_2023DEC02_Peripheral/SUBC09_SESSION02_2023DEC02.resp	SUBC09	ses-02	.resp	6289274	LOGVERSION_RESP	1 8 20 2	51089497	54307555	51088382	54307147	4208	0	0	0	0 0	0 0	21 2840	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC11_Session02_2024JAN10/SUBC11_Session02_2024Jan10_physio/SUBC11_Session02_2024JAN10.ecg	SUBC11	ses-02	.ecg	20764	LOGVERSION	1 1 2 40 280	38406985	38409122	38407125	38409260	0	0	0	0	0 0	89 672	9 6260	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC11_Session02_2024JAN10/SUBC11_Session02_2024Jan10_physio/SUBC11_Session02_2024JAN10.puls	SUBC11	ses-02	.puls	15264339	LOGVERSION_PULS	1 2 40 280	38408015	46061382	38408152	46060980	2171	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC11_Session02_2024JAN10/SUBC11_Session02_2024Jan10_physio/SUBC11_Session02_2024JAN10.resp	SUBC11	ses-02	.resp	15212365	LOGVERSION_RESP	1 2 20 2	38407502	46061385	38407640	46060980	2171	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC12_Session02_2024JAN09/SUBC12_Session02_2024JAN09_physio/SUBC12_Session2_2024JAN09.ecg	SUBC12	ses-02	.ecg	35692	LOGVERSION	1 1 2 40 280	41027440	41031197	41027550	41031307	0	0	0	0	0 0	67 893	21 2820	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC12_Session02_2024JAN09/SUBC12_Session02_2024JAN09_physio/SUBC12_Session2_2024JAN09.puls	SUBC12	ses-02	.puls	6577370	LOGVERSION_PULS	1 2 40 280	41028470	44324962	41028577	44324665	2084	0	0	160	0 0	0 0	17 3480	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC12_Session02_2024JAN09/SUBC12_Session02_2024JAN09_physio/SUBC12_Session2_2024JAN09.resp	SUBC12	ses-02	.resp	6500017	LOGVERSION_RESP	1 2 20 2	41027960	44324965	41028067	44324665	2084	0	0	160	0 0	0 0	16 3620	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15-Session1-2023AUG07/SJBC15_Session01_2023AUG07_Physiological Data/SUBC15_2023AUG07.ecg	SUBC15	ses-01	.ecg	45823	LOGVERSION	1 1 2 40 280	34885082	34889940	34885170	34890030	0	0	0	0	0 0	71 841	12 4640	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15-Session1-2023AUG07/SJBC15_Session01_2023AUG07_Physiological Data/SUBC15_2023AUG07.puls	SUBC15	ses-01	.puls	16623056	LOGVERSION_PULS	1 2 40 280	34886110	43207867	34886197	43208817	2144	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15-Session1-2023AUG07/SJBC15_Session01_2023AUG07_Physiological Data/SUBC15_2023AUG07.resp	SUBC15	ses-01	.resp	16193850	LOGVERSION_RESP	1 2 20 2	34885597	43207870	34885685	43208817	2144	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_Session02_2024FEB8_Physio/SUBC15_SESSION02_2024FEB8.ecg	SUBC15	ses-02	.ecg	62783	LOGVERSION	1 1 4 40 280	59642167	59648867	59640280	59646980	3473	0	0	1030	0 0	62 960	14 4020	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_Session02_2024FEB8_Physio/SUBC15_SESSION02_2024FEB8.puls	SUBC15	ses-02	.puls	7187254	LOGVERSION_PULS	1 4 40 280	59643197	63227100	59641307	63225465	5557	0	0	382	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_Session02_2024FEB8_Physio/SUBC15_SESSION02_2024FEB8.resp	SUBC15	ses-02	.resp	6981743	LOGVERSION_RESP	1 4 20 2	59642687	63227102	59640797	63225465	5557	0	0	382	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_Peripheral/SUBC016-session2-2024FEB07.ecg	SUBC016	ses-02	.ecg	52824	LOGVERSION	1 1 2 40 280	34169452	34175072	34168690	34174310	0	0	0	0	0 0	61 980	14 4180	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_Peripheral/SUBC016-session2-2024FEB07.puls	SUBC016	ses-02	.puls	7793930	LOGVERSION_PULS	1 2 40 280	34170482	38066240	34169717	38065985	2102	0	0	452	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_Peripheral/SUBC016-session2-2024FEB07.resp	SUBC016	ses-02	.resp	7468219	LOGVERSION_RESP	1 2 20 2	34169970	38066242	34169207	38065985	2102	0	0	452	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.ecg	SUBC17	ses-01	.ecg	81623	LOGVERSION	1 1 8 40 280	57180907	57189657	57181735	57190487	2084	0	0	203	0 0	64 930	15 3760	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.puls	SUBC17	ses-01	.puls	9312793	LOGVERSION_PULS	1 8 40 280	57181952	61852047	57182777	61852787	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.resp	SUBC17	ses-01	.resp	9005476	LOGVERSION_RESP	1 8 20 2	57181432	61852050	57182257	61852787	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.ecg	SUBC17	ses-01	.ecg	64530	LOGVERSION	1 1 2 40 280	53634010	53640902	53634997	53641890	0	0	0	0	0 0	65 918	15 3860	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.puls	SUBC17	ses-01	.puls	6035753	LOGVERSION_PULS	1 2 40 280	53635042	56677702	53636027	56678520	2084	0	0	203	0 0	0 0	5 10260	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
