subject	session	run	selected_source	discarded_sources	reason	confidence
sub-001	ses-01	01	May-05-2023_ 2-55-37_PM__scan_info_for_subject_050__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-05-2023_ 2-50-30_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	02	May-05-2023_ 2-59-58_PM__scan_info_for_subject_050__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-05-2023_ 2-56-09_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	01	May-05-2023_ 2-55-37_PM__scan_info_for_subject_050__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-05-2023_ 2-50-30_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	02	May-05-2023_ 2-59-58_PM__scan_info_for_subject_050__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-05-2023_ 2-56-09_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	03	May-05-2023_ 3-05-13_PM__scan_info_for_subject_050__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-05-2023_ 3-01-16_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	04	May-05-2023_ 3-09-24_PM__scan_info_for_subject_050__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-05-2023_ 3-05-29_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-01	03	May-05-2023_ 3-05-13_PM__scan_info_for_subject_050__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-05-2023_ 3-01-16_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	04	May-05-2023_ 3-09-24_PM__scan_info_for_subject_050__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-05-2023_ 3-05-29_PM__Subject_is_050__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-02	01	November-08-2023_ 9-36-00_AM__scan_info_for_subject_subc01-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-08-2023_ 9-30-31_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	02	November-08-2023_ 9-40-15_AM__scan_info_for_subject_subc01-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-08-2023_ 9-36-18_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	01	November-08-2023_ 9-36-00_AM__scan_info_for_subject_subc01-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-08-2023_ 9-30-31_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	02	November-08-2023_ 9-40-15_AM__scan_info_for_subject_subc01-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-08-2023_ 9-36-18_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	03	November-08-2023_ 9-45-24_AM__scan_info_for_subject_subc01-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-08-2023_ 9-40-59_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	04	November-08-2023_ 9-49-34_AM__scan_info_for_subject_subc01-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-08-2023_ 9-45-42_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-02	03	November-08-2023_ 9-45-24_AM__scan_info_for_subject_subc01-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-08-2023_ 9-40-59_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	04	November-08-2023_ 9-49-34_AM__scan_info_for_subject_subc01-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-08-2023_ 9-45-42_AM__Subject_is_subc01-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-001	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-001	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	01	May-11-2023_ 3-08-48_PM__scan_info_for_subject_C02__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-11-2023_ 3-02-10_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	02	May-11-2023_ 3-13-44_PM__scan_info_for_subject_C02__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-11-2023_ 3-09-46_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	01	May-11-2023_ 3-08-48_PM__scan_info_for_subject_C02__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-11-2023_ 3-02-10_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	02	May-11-2023_ 3-13-44_PM__scan_info_for_subject_C02__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-11-2023_ 3-09-46_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	03	May-11-2023_ 3-19-11_PM__scan_info_for_subject_C02__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-11-2023_ 3-15-09_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	04	May-11-2023_ 3-23-57_PM__scan_info_for_subject_C02__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-11-2023_ 3-19-31_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	03	May-11-2023_ 3-19-11_PM__scan_info_for_subject_C02__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-11-2023_ 3-15-09_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	04	May-11-2023_ 3-23-57_PM__scan_info_for_subject_C02__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-11-2023_ 3-19-31_PM__Subject_is_C02__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	09	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-01	10	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-02	01	November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	02	November-20-2023_ 3-06-44_PM__scan_info_for_subject_subC02-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	01	November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	02	November-20-2023_ 3-06-44_PM__scan_info_for_subject_subC02-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	03	November-20-2023_ 3-11-59_PM__scan_info_for_subject_subC02-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-20-2023_ 3-07-03_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	04	November-20-2023_ 3-18-43_PM__scan_info_for_subject_subC02-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-20-2023_ 3-12-13_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-02	03	November-20-2023_ 3-11-59_PM__scan_info_for_subject_subC02-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-20-2023_ 3-07-03_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	04	November-20-2023_ 3-18-43_PM__scan_info_for_subject_subC02-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-20-2023_ 3-12-13_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-002	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-002	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-01	01	May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	02	May-19-2023_ 1-33-40_PM__scan_info_for_subject_C03__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	01	May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	02	May-19-2023_ 1-33-40_PM__scan_info_for_subject_C03__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	03	May-19-2023_ 1-38-30_PM__scan_info_for_subject_C03__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-19-2023_ 1-34-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	04	May-19-2023_ 1-42-46_PM__scan_info_for_subject_C03__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-19-2023_ 1-38-50_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-01	03	May-19-2023_ 1-38-30_PM__scan_info_for_subject_C03__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-19-2023_ 1-34-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	04	May-19-2023_ 1-42-46_PM__scan_info_for_subject_C03__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-19-2023_ 1-38-50_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-02	01	November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	02	November-10-2023_ 3-40-40_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	03	November-10-2023_ 3-44-52_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-10-2023_ 3-41-00_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	04	November-10-2023_ 3-48-56_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-10-2023_ 3-45-04_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	01	November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	02	November-10-2023_ 3-40-40_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-02	03	November-10-2023_ 3-44-52_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-10-2023_ 3-41-00_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	04	November-10-2023_ 3-48-56_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-10-2023_ 3-45-04_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-003	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-003	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-01	01	November-19-2023_12-48-21_PM__scan_info_for_subject_SUBC04-session2-2023NOV19__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-19-2023_12-42-20_PM__Subject_is_SUBC04-session2-2023NOV19__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	02	November-19-2023_12-52-30_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-19-2023_12-48-42_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	01	November-19-2023_12-48-21_PM__scan_info_for_subject_SUBC04-session2-2023NOV19__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-19-2023_12-42-20_PM__Subject_is_SUBC04-session2-2023NOV19__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	02	November-19-2023_12-52-30_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-19-2023_12-48-42_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	03	November-19-2023_12-56-48_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-19-2023_12-52-59_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	04	November-19-2023_ 1-00-52_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-19-2023_12-57-02_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-01	03	November-19-2023_12-56-48_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-19-2023_12-52-59_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	04	November-19-2023_ 1-00-52_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-19-2023_12-57-02_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
